blocksize, gridsize, runtime
471,89,1015
471,90,959
471,91,958
471,92,1006
471,93,995
471,94,973
471,95,1013
471,96,1043
471,97,1029
471,98,1038
471,99,1045
471,100,1015
481,1,83
481,2,80
481,3,85
481,4,86
481,5,86
481,6,85
481,7,86
481,8,112
481,9,112
481,10,112
481,11,112
481,12,114
481,13,182
481,14,182
481,15,198
481,16,199
481,17,198
481,18,201
481,19,196
481,20,223
481,21,221
481,22,223
481,23,239
481,24,227
481,25,310
481,26,311
481,27,327
481,28,328
481,29,331
481,30,336
481,31,336
481,32,347
481,33,353
481,34,367
481,35,375
481,36,358
481,37,442
481,38,458
481,39,463
481,40,467
481,41,487
481,42,487
481,43,465
481,44,490
481,45,503
481,46,521
481,47,524
481,48,504
481,49,491
481,50,496
481,51,528
481,52,505
481,53,513
481,54,534
481,55,531
481,56,488
481,57,553
481,58,522
481,59,611
481,60,620
481,61,623
481,62,632
481,63,625
481,64,606
481,65,673
481,66,614
481,67,662
481,68,687
481,69,713
481,70,731
481,71,701
481,72,690
481,73,697
481,74,711
481,75,726
481,76,753
481,77,723
481,78,751
481,79,719
481,80,758
481,81,760
481,82,783
481,83,824
481,84,853
481,85,852
481,86,884
481,87,884
481,88,899
481,89,967
481,90,985
481,91,1012
481,92,977
481,93,981
481,94,1044
481,95,1032
481,96,1055
481,97,1048
481,98,1064
481,99,1062
481,100,1035
491,1,80
491,2,78
491,3,84
491,4,84
491,5,85
491,6,84
491,7,84
491,8,110
491,9,113
491,10,111
491,11,113
491,12,111
491,13,180
491,14,178
491,15,194
491,16,196
491,17,193
491,18,193
491,19,195
491,20,216
491,21,219
491,22,231
491,23,240
491,24,222
491,25,308
491,26,310
491,27,327
491,28,323
491,29,333
491,30,335
491,31,333
491,32,344
491,33,345
491,34,378
491,35,387
491,36,355
491,37,452
491,38,456
491,39,475
491,40,470
491,41,500
491,42,506
491,43,462
491,44,525
491,45,502
491,46,536
491,47,524
491,48,509
491,49,519
491,50,520
491,51,507
491,52,497
491,53,500
491,54,509
491,55,503
491,56,541
491,57,549
491,58,531
491,59,558
491,60,576
491,61,596
491,62,580
491,63,630
491,64,611
491,65,691
491,66,686
491,67,681
491,68,677
491,69,689
491,70,706
491,71,720
491,72,698
491,73,709
491,74,721
491,75,709
491,76,713
491,77,738
491,78,731
491,79,747
491,80,701
491,81,779
491,82,755
491,83,813
491,84,890
491,85,849
491,86,942
491,87,923
491,88,945
491,89,958
491,90,979
491,91,967
491,92,1002
491,93,1043
491,94,999
491,95,1051
491,96,1021
491,97,1068
491,98,1079
491,99,1071
491,100,1042
501,1,79
501,2,77
501,3,81
501,4,84
501,5,84
501,6,82
501,7,83
501,8,110
501,9,110
501,10,109
501,11,110
501,12,111
501,13,173
501,14,175
501,15,191
501,16,192
501,17,190
501,18,189
501,19,192
501,20,212
501,21,219
501,22,218
501,23,227
501,24,221
501,25,302
501,26,303
501,27,320
501,28,320
501,29,332
501,30,337
501,31,328
501,32,349
501,33,344
501,34,373
501,35,374
501,36,361
501,37,440
501,38,458
501,39,460
501,40,465
501,41,490
501,42,510
501,43,476
501,44,515
501,45,525
501,46,517
501,47,520
501,48,500
501,49,506
501,50,529
501,51,517
501,52,529
501,53,533
501,54,505
501,55,543
501,56,501
501,57,543
501,58,525
501,59,561
501,60,604
501,61,628
501,62,628
501,63,637
501,64,633
501,65,620
501,66,675
501,67,669
501,68,720
501,69,724
501,70,719
501,71,703
501,72,713
501,73,726
501,74,719
501,75,712
501,76,737
501,77,723
501,78,740
501,79,736
501,80,780
501,81,814
501,82,746
501,83,827
501,84,828
501,85,901
501,86,832
501,87,863
501,88,999
501,89,958
501,90,955
501,91,1017
501,92,978
501,93,1025
501,94,1055
501,95,1056
501,96,1030
501,97,1060
501,98,1028
501,99,1044
501,100,1049
512,1,78
512,2,77
512,3,82
512,4,85
512,5,85
512,6,83
512,7,83
512,8,109
512,9,110
512,10,111
512,11,112
512,12,111
512,13,176
512,14,175
512,15,188
512,16,188
512,17,188
512,18,188
512,19,188
512,20,216
512,21,212
512,22,216
512,23,227
512,24,219
512,25,298
512,26,296
512,27,317
512,28,316
512,29,322
512,30,323
512,31,315
512,32,338
512,33,340
512,34,365
512,35,381
512,36,356
512,37,447
512,38,453
512,39,479
512,40,469
512,41,482
512,42,489
512,43,482
512,44,504
512,45,523
512,46,526
512,47,530
512,48,522
512,49,516
512,50,507
512,51,496
512,52,526
512,53,502
512,54,512
512,55,540
512,56,535
512,57,548
512,58,551
512,59,553
512,60,578
512,61,607
512,62,600
512,63,596
512,64,633
512,65,625
512,66,704
512,67,725
512,68,690
512,69,700
512,70,715
512,71,733
512,72,702
512,73,738
512,74,736
512,75,788
512,76,707
512,77,730
512,78,747
512,79,731
512,80,783
512,81,779
512,82,801
512,83,888
512,84,823
512,85,880
512,86,927
512,87,894
512,88,932
512,89,971
512,90,964
512,91,1002
512,92,1085
512,93,1014
512,94,1081
512,95,1046
512,96,1056
512,97,1057
512,98,1059
512,99,1068
512,100,1099
522,1,79
522,2,76
522,3,82
522,4,83
522,5,82
522,6,82
522,7,84
522,8,111
522,9,112
522,10,111
522,11,112
522,12,111
522,13,180
522,14,179
522,15,197
522,16,194
522,17,196
522,18,195
522,19,192
522,20,217
522,21,215
522,22,227
522,23,225
522,24,229
522,25,308
522,26,301
522,27,326
522,28,325
522,29,333
522,30,339
522,31,330
522,32,362
522,33,358
522,34,387
522,35,387
522,36,369
522,37,370
522,38,377
522,39,364
522,40,364
522,41,373
522,42,387
522,43,387
522,44,399
522,45,404
522,46,474
522,47,420
522,48,417
522,49,491
522,50,524
522,51,485
522,52,522
522,53,511
522,54,519
522,55,522
522,56,524
522,57,558
522,58,558
522,59,513
522,60,579
522,61,569
522,62,616
522,63,641
522,64,705
522,65,728
522,66,640
522,67,635
522,68,692
522,69,690
522,70,715
522,71,736
522,72,705
522,73,742
522,74,734
522,75,743
522,76,743
522,77,752
522,78,760
522,79,731
522,80,763
522,81,748
522,82,753
522,83,753
522,84,739
522,85,791
522,86,816
522,87,782
522,88,851
522,89,850
522,90,839
522,91,825
522,92,883
522,93,880
522,94,938
522,95,961
522,96,961
522,97,1045
522,98,955
522,99,976
522,100,1063
532,1,82
532,2,79
532,3,83
532,4,83
532,5,85
532,6,84
532,7,85
532,8,112
532,9,116
532,10,113
532,11,114
532,12,112
532,13,179
532,14,179
532,15,199
532,16,195
532,17,197
532,18,201
532,19,196
532,20,218
532,21,221
532,22,220
532,23,233
532,24,226
532,25,306
532,26,302
532,27,324
532,28,324
532,29,332
532,30,330
532,31,333
532,32,357
532,33,357
532,34,391
532,35,398
532,36,370
532,37,358
532,38,380
532,39,382
532,40,379
532,41,380
532,42,408
532,43,392
532,44,429
532,45,428
532,46,429
532,47,465
532,48,491
532,49,505
532,50,486
532,51,493
532,52,525
532,53,516
532,54,519
532,55,507
532,56,515
532,57,515
532,58,519
532,59,521
532,60,588
532,61,517
532,62,590
532,63,619
532,64,616
532,65,662
532,66,777
532,67,697
532,68,719
532,69,752
532,70,728
532,71,754
532,72,730
532,73,757
532,74,749
532,75,777
532,76,737
532,77,734
532,78,738
532,79,774
532,80,742
532,81,745
532,82,793
532,83,777
532,84,757
532,85,773
532,86,817
532,87,814
532,88,834
532,89,818
532,90,803
532,91,889
532,92,892
532,93,928
532,94,970
532,95,956
532,96,1029
532,97,969
532,98,991
532,99,1110
532,100,981
542,1,80
542,2,79
542,3,86
542,4,87
542,5,85
542,6,85
542,7,88
542,8,116
542,9,115
542,10,114
542,11,114
542,12,114
542,13,182
542,14,182
542,15,200
542,16,203
542,17,201
542,18,201
542,19,199
542,20,223
542,21,227
542,22,228
542,23,229
542,24,229
542,25,308
542,26,309
542,27,325
542,28,326
542,29,336
542,30,343
542,31,332
542,32,356
542,33,360
542,34,393
542,35,398
542,36,367
542,37,360
542,38,385
542,39,374
542,40,400
542,41,410
542,42,387
542,43,404
542,44,394
542,45,421
542,46,438
542,47,413
542,48,498
542,49,505
542,50,502
542,51,511
542,52,498
542,53,505
542,54,521
542,55,529
542,56,510
542,57,510
542,58,511
542,59,538
542,60,518
542,61,624
542,62,577
542,63,583
542,64,632
542,65,699
542,66,660
542,67,728
542,68,720
542,69,718
542,70,711
542,71,738
542,72,738
542,73,751
542,74,767
542,75,752
542,76,775
542,77,778
542,78,743
542,79,760
542,80,755
542,81,762
542,82,772
542,83,807
542,84,795
542,85,797
542,86,791
542,87,780
542,88,860
542,89,837
542,90,825
542,91,851
542,92,903
542,93,936
542,94,962
542,95,958
542,96,1000
542,97,932
542,98,1115
542,99,1004
542,100,1001
552,1,79
552,2,78
552,3,84
552,4,84
552,5,85
552,6,84
552,7,84
552,8,123
552,9,115
552,10,125
552,11,113
552,12,113
552,13,182
552,14,182
552,15,198
552,16,200
552,17,198
552,18,198
552,19,198
552,20,219
552,21,224
552,22,230
552,23,232
552,24,228
552,25,315
552,26,320
552,27,338
552,28,341
552,29,346
552,30,347
552,31,338
552,32,359
552,33,380
552,34,390
552,35,410
552,36,383
552,37,379
552,38,395
552,39,389
552,40,393
552,41,375
552,42,376
552,43,398
552,44,490
552,45,484
552,46,486
552,47,500
552,48,437
552,49,535
552,50,535
552,51,545
552,52,526
552,53,543
552,54,525
552,55,524
552,56,535
552,57,554
552,58,541
552,59,622
552,60,617
552,61,625
552,62,657
552,63,692
552,64,645
552,65,695
552,66,757
552,67,753
552,68,726
552,69,720
552,70,770
552,71,766
552,72,764
552,73,760
552,74,807
552,75,784
552,76,789
552,77,780
552,78,769
552,79,792
552,80,817
552,81,761
552,82,800
552,83,818
552,84,823
552,85,800
552,86,821
552,87,810
552,88,875
552,89,841
552,90,846
552,91,888
552,92,891
552,93,920
552,94,903
552,95,941
552,96,985
552,97,996
552,98,967
552,99,1057
552,100,1150
563,1,78
563,2,77
563,3,85
563,4,84
563,5,83
563,6,84
563,7,84
563,8,113
563,9,113
563,10,115
563,11,114
563,12,115
563,13,179
563,14,181
563,15,199
563,16,197
563,17,198
563,18,195
563,19,194
563,20,219
563,21,221
563,22,226
563,23,230
563,24,230
563,25,309
563,26,314
563,27,334
563,28,333
563,29,343
563,30,348
563,31,337
563,32,367
563,33,371
563,34,382
563,35,419
563,36,373
563,37,382
563,38,376
563,39,397
563,40,391
563,41,399
563,42,414
563,43,425
563,44,446
563,45,422
563,46,434
563,47,484
563,48,487
563,49,536
563,50,523
563,51,535
563,52,523
563,53,563
563,54,521
563,55,532
563,56,523
563,57,541
563,58,528
563,59,621
563,60,659
563,61,648
563,62,691
563,63,643
563,64,687
563,65,701
563,66,686
563,67,769
563,68,749
563,69,774
563,70,784
563,71,788
563,72,801
563,73,784
563,74,777
563,75,799
563,76,802
563,77,787
563,78,789
563,79,771
563,80,769
563,81,782
563,82,806
563,83,823
563,84,816
563,85,835
563,86,858
563,87,853
563,88,834
563,89,885
563,90,845
563,91,889
563,92,905
563,93,976
563,94,956
563,95,946
563,96,1097
563,97,980
563,98,1036
563,99,1072
563,100,1035
573,1,76
573,2,75
573,3,82
573,4,81
573,5,83
573,6,84
573,7,82
573,8,113
573,9,113
573,10,112
573,11,112
573,12,113
573,13,179
573,14,178
573,15,196
573,16,193
573,17,194
573,18,193
573,19,193
573,20,216
573,21,220
573,22,224
573,23,227
573,24,225
573,25,312
573,26,315
573,27,331
573,28,333
573,29,334
573,30,342
573,31,338
573,32,363
573,33,374
573,34,390
573,35,411
573,36,385
573,37,379
573,38,383
573,39,393
573,40,374
573,41,387
573,42,407
573,43,412
573,44,414
573,45,443
573,46,514
573,47,491
573,48,514
573,49,514
573,50,510
573,51,542
573,52,537
573,53,540
573,54,540
573,55,541
573,56,552
573,57,557
573,58,546
573,59,596
573,60,607
573,61,590
573,62,653
573,63,739
573,64,660
573,65,694
573,66,698
573,67,744
573,68,764
573,69,758
573,70,725
573,71,778
573,72,764
573,73,799
573,74,785
573,75,785
573,76,765
573,77,775
573,78,798
573,79,801
573,80,782
573,81,814
573,82,794
573,83,786
573,84,821
573,85,805
573,86,852
573,87,852
573,88,870
573,89,848
573,90,882
573,91,888
573,92,948
573,93,902
573,94,996
573,95,944
573,96,1026
573,97,995
573,98,1137
573,99,1134
573,100,1048
583,1,78
583,2,75
583,3,82
583,4,82
583,5,82
583,6,83
583,7,82
583,8,113
583,9,116
583,10,113
583,11,113
583,12,114
583,13,188
583,14,188
583,15,207
583,16,205
583,17,208
583,18,209
583,19,207
583,20,242
583,21,237
583,22,240
583,23,245
583,24,243
583,25,318
583,26,316
583,27,330
583,28,337
583,29,342
583,30,354
583,31,339
583,32,363
583,33,370
583,34,385
583,35,407
583,36,393
583,37,388
583,38,386
583,39,370
583,40,380
583,41,408
583,42,410
583,43,422
583,44,409
583,45,438
583,46,461
583,47,507
583,48,507
583,49,505
583,50,532
583,51,526
583,52,520
583,53,534
583,54,556
583,55,556
583,56,543
583,57,554
583,58,559
583,59,553
583,60,553
583,61,612
583,62,651
583,63,657
583,64,678
583,65,767
583,66,713
583,67,722
583,68,755
583,69,747
583,70,790
583,71,782
583,72,789
583,73,792
583,74,779
583,75,788
583,76,775
583,77,801
583,78,832
583,79,827
583,80,785
583,81,800
583,82,826
583,83,858
583,84,837
583,85,882
583,86,797
583,87,861
583,88,890
583,89,914
583,90,907
583,91,934
583,92,949
583,93,1011
583,94,930
583,95,998
583,96,978
583,97,1034
583,98,1087
583,99,1145
583,100,1076
593,1,75
593,2,73
593,3,80
593,4,82
593,5,82
593,6,81
593,7,81
593,8,113
593,9,113
593,10,113
593,11,112
593,12,113
593,13,187
593,14,185
593,15,208
593,16,208
593,17,209
593,18,207
593,19,208
593,20,233
593,21,234
593,22,239
593,23,234
593,24,233
593,25,316
593,26,320
593,27,335
593,28,331
593,29,343
593,30,352
593,31,343
593,32,383
593,33,376
593,34,415
593,35,420
593,36,399
593,37,412
593,38,388
593,39,405
593,40,399
593,41,390
593,42,412
593,43,412
593,44,429
593,45,434
593,46,469
593,47,517
593,48,513
593,49,524
593,50,523
593,51,515
593,52,523
593,53,530
593,54,524
593,55,535
593,56,544
593,57,554
593,58,555
593,59,571
593,60,581
593,61,607
593,62,620
593,63,644
593,64,631
593,65,706
593,66,709
593,67,763
593,68,808
593,69,779
593,70,795
593,71,815
593,72,821
593,73,758
593,74,779
593,75,816
593,76,772
593,77,830
593,78,786
593,79,843
593,80,774
593,81,842
593,82,802
593,83,792
593,84,844
593,85,819
593,86,903
593,87,840
593,88,888
593,89,896
593,90,888
593,91,911
593,92,967
593,93,1008
593,94,1016
593,95,1036
593,96,941
593,97,993
593,98,992
593,99,1071
593,100,1018
604,1,73
604,2,74
604,3,80
604,4,81
604,5,81
604,6,81
604,7,80
604,8,111
604,9,112
604,10,112
604,11,114
604,12,112
604,13,186
604,14,185
604,15,199
604,16,209
604,17,203
604,18,206
604,19,206
604,20,231
604,21,230
604,22,228
604,23,232
604,24,231
604,25,318
604,26,319
604,27,331
604,28,340
604,29,346
604,30,353
604,31,355
604,32,360
604,33,370
604,34,398
604,35,422
604,36,391
604,37,390
604,38,391
604,39,387
604,40,412
604,41,381
604,42,413
604,43,410
604,44,408
604,45,490
604,46,445
604,47,462
604,48,502
604,49,532
604,50,523
604,51,531
604,52,549
604,53,544
604,54,537
604,55,531
604,56,544
604,57,540
604,58,565
604,59,544
604,60,638
604,61,558
604,62,663
604,63,696
604,64,691
604,65,676
604,66,660
604,67,735
604,68,766
604,69,768
604,70,790
604,71,819
604,72,820
604,73,845
604,74,849
604,75,811
604,76,775
604,77,827
604,78,807
604,79,854
604,80,818
604,81,833
604,82,842
604,83,806
604,84,834
604,85,848
604,86,823
604,87,858
604,88,869
604,89,922
604,90,864
604,91,915
604,92,927
604,93,1013
604,94,956
604,95,1012
604,96,994
604,97,967
604,98,993
604,99,999
604,100,1053
614,1,74
614,2,72
614,3,81
614,4,81
614,5,82
614,6,81
614,7,81
614,8,112
614,9,113
614,10,113
614,11,112
614,12,113
614,13,184
614,14,183
614,15,203
614,16,203
614,17,202
614,18,206
614,19,204
614,20,228
614,21,229
614,22,232
614,23,241
614,24,234
614,25,317
614,26,318
614,27,333
614,28,338
614,29,347
614,30,353
614,31,343
614,32,385
614,33,369
614,34,405
614,35,419
614,36,410
614,37,412
614,38,405
614,39,403
614,40,411
614,41,408
614,42,424
614,43,404
614,44,435
614,45,455
614,46,446
614,47,427
614,48,522
614,49,512
614,50,515
614,51,517
614,52,559
614,53,565
614,54,534
614,55,553
614,56,533
614,57,550
614,58,595
614,59,583
614,60,562
614,61,594
614,62,610
614,63,619
614,64,698
614,65,681
614,66,736
614,67,740
614,68,774
614,69,748
614,70,781
614,71,766
614,72,786
614,73,766
614,74,834
614,75,847
614,76,779
614,77,834
614,78,811
614,79,845
614,80,845
614,81,829
614,82,850
614,83,860
614,84,851
614,85,881
614,86,854
614,87,874
614,88,882
614,89,893
614,90,912
614,91,926
614,92,951
614,93,983
614,94,1012
614,95,980
614,96,937
614,97,1014
614,98,1056
614,99,1046
614,100,960
624,1,73
624,2,71
624,3,80
624,4,80
624,5,80
624,6,80
624,7,80
624,8,110
624,9,112
624,10,110
624,11,110
624,12,111
624,13,183
624,14,182
624,15,201
624,16,202
624,17,199
624,18,205
624,19,203
624,20,226
624,21,226
624,22,237
624,23,243
624,24,235
624,25,315
624,26,314
624,27,337
624,28,336
624,29,345
624,30,362
624,31,339
624,32,366
624,33,376
624,34,415
624,35,419
624,36,396
624,37,404
624,38,411
624,39,390
624,40,408
624,41,411
624,42,407
624,43,432
624,44,424
624,45,434
624,46,440
624,47,454
624,48,538
624,49,522
624,50,518
624,51,539
624,52,549
624,53,552
624,54,543
624,55,541
624,56,557
624,57,537
624,58,564
624,59,588
624,60,635
624,61,631
624,62,645
624,63,616
624,64,674
624,65,705
624,66,710
624,67,735
624,68,781
624,69,816
624,70,819
624,71,831
624,72,823
624,73,783
624,74,780
624,75,833
624,76,805
624,77,796
624,78,798
624,79,793
624,80,834
624,81,854
624,82,826
624,83,851
624,84,877
624,85,832
624,86,827
624,87,859
624,88,850
624,89,887
624,90,846
624,91,935
624,92,947
624,93,918
624,94,957
624,95,1002
624,96,1046
624,97,1022
624,98,1032
624,99,1074
624,100,1024
634,1,73
634,2,72
634,3,80
634,4,81
634,5,80
634,6,79
634,7,81
634,8,114
634,9,112
634,10,111
634,11,113
634,12,111
634,13,181
634,14,177
634,15,197
634,16,199
634,17,198
634,18,203
634,19,198
634,20,224
634,21,226
634,22,230
634,23,236
634,24,232
634,25,307
634,26,314
634,27,339
634,28,334
634,29,346
634,30,361
634,31,340
634,32,365
634,33,378
634,34,414
634,35,425
634,36,400
634,37,410
634,38,392
634,39,374
634,40,388
634,41,414
634,42,415
634,43,424
634,44,434
634,45,476
634,46,449
634,47,456
634,48,439
634,49,514
634,50,502
634,51,504
634,52,530
634,53,527
634,54,544
634,55,552
634,56,534
634,57,526
634,58,578
634,59,543
634,60,562
634,61,608
634,62,639
634,63,650
634,64,664
634,65,719
634,66,716
634,67,754
634,68,798
634,69,774
634,70,762
634,71,825
634,72,821
634,73,817
634,74,786
634,75,857
634,76,781
634,77,827
634,78,830
634,79,823
634,80,865
634,81,865
634,82,855
634,83,864
634,84,851
634,85,853
634,86,887
634,87,850
634,88,850
634,89,893
634,90,886
634,91,929
634,92,941
634,93,993
634,94,971
634,95,964
634,96,992
634,97,998
634,98,1024
634,99,998
634,100,1030
645,1,72
645,2,70
645,3,79
645,4,79
645,5,79
645,6,79
645,7,80
645,8,111
645,9,111
645,10,112
645,11,112
645,12,111
645,13,177
645,14,180
645,15,202
645,16,206
645,17,205
645,18,203
645,19,204
645,20,223
645,21,227
645,22,226
645,23,242
645,24,230
645,25,315
645,26,318
645,27,331
645,28,337
645,29,346
645,30,354
645,31,338
645,32,385
645,33,376
645,34,410
645,35,426
645,36,409
645,37,409
645,38,395
645,39,391
645,40,409
645,41,427
645,42,415
645,43,438
645,44,430
645,45,455
645,46,468
645,47,475
645,48,438
645,49,545
645,50,540
645,51,523
645,52,550
645,53,562
645,54,561
645,55,581
645,56,574
645,57,593
645,58,570
645,59,542
645,60,619
645,61,569
645,62,657
645,63,623
645,64,656
645,65,667
645,66,675
645,67,799
645,68,765
645,69,795
645,70,784
645,71,814
645,72,832
645,73,810
645,74,846
645,75,842
645,76,831
645,77,843
645,78,845
645,79,860
645,80,851
645,81,877
645,82,869
645,83,861
645,84,886
645,85,868
645,86,876
645,87,892
645,88,863
645,89,873
645,90,874
645,91,959
645,92,963
645,93,998
645,94,1058
645,95,986
645,96,1020
645,97,962
645,98,1039
645,99,1035
645,100,1010
655,1,74
655,2,72
655,3,82
655,4,82
655,5,81
655,6,82
655,7,82
655,8,114
655,9,115
655,10,113
655,11,113
655,12,113
655,13,189
655,14,184
655,15,202
655,16,203
655,17,203
655,18,202
655,19,204
655,20,228
655,21,234
655,22,234
655,23,239
655,24,230
655,25,316
655,26,318
655,27,345
655,28,339
655,29,353
655,30,363
655,31,351
655,32,374
655,33,377
655,34,408
655,35,418
655,36,414
655,37,406
655,38,408
655,39,414
655,40,419
655,41,399
655,42,403
655,43,431
655,44,444
655,45,457
655,46,478
655,47,471
655,48,552
655,49,532
655,50,578
655,51,563
655,52,555
655,53,553
655,54,553
655,55,568
655,56,566
655,57,573
655,58,569
655,59,546
655,60,590
655,61,610
655,62,666
655,63,664
655,64,685
655,65,679
655,66,757
655,67,738
655,68,820
655,69,783
655,70,813
655,71,838
655,72,850
655,73,830
655,74,843
655,75,850
655,76,828
655,77,803
655,78,858
655,79,777
655,80,808
655,81,841
655,82,882
655,83,884
655,84,826
655,85,837
655,86,884
655,87,904
655,88,910
655,89,905
655,90,899
655,91,957
655,92,933
655,93,978
655,94,978
655,95,1002
655,96,1001
655,97,998
655,98,1053
655,99,1049
655,100,1049
665,1,74
665,2,75
665,3,83
665,4,83
665,5,84
665,6,84
665,7,83
665,8,116
665,9,118
665,10,118
665,11,116
665,12,117
665,13,186
665,14,185
665,15,204
665,16,207
665,17,206
665,18,206
665,19,206
665,20,230
665,21,233
665,22,235
665,23,248
665,24,236
665,25,316
665,26,316
665,27,333
665,28,334
665,29,349
665,30,357
665,31,339
665,32,373
665,33,383
665,34,423
665,35,425
665,36,422
665,37,428
665,38,412
665,39,412
665,40,417
665,41,410
665,42,427
665,43,426
665,44,429
665,45,473
665,46,458
665,47,521
665,48,524
665,49,537
665,50,528
665,51,530
665,52,576
665,53,568
665,54,549
665,55,541
665,56,566
665,57,566
665,58,565
665,59,564
665,60,635
665,61,653
665,62,620
665,63,669
665,64,658
665,65,707
665,66,796
665,67,767
665,68,817
665,69,795
665,70,791
665,71,838
665,72,832
665,73,852
665,74,836
665,75,800
665,76,850
665,77,832
665,78,843
665,79,856
665,80,811
665,81,824
665,82,820
665,83,846
665,84,880
665,85,864
665,86,887
665,87,881
665,88,918
665,89,877
665,90,887
665,91,960
665,92,969
665,93,1015
665,94,1057
665,95,964
665,96,1043
665,97,1028
665,98,1004
665,99,1044
665,100,1108
675,1,75
675,2,74
675,3,85
675,4,84
675,5,85
675,6,84
675,7,84
675,8,116
675,9,118
675,10,115
675,11,116
675,12,116
675,13,187
675,14,185
675,15,206
675,16,205
675,17,205
675,18,206
675,19,205
675,20,229
675,21,231
675,22,230
675,23,240
675,24,238
675,25,240
675,26,240
675,27,283
675,28,286
675,29,302
675,30,318
675,31,305
675,32,322
675,33,319
675,34,330
675,35,328
675,36,323
675,37,328
675,38,363
675,39,363
675,40,389
675,41,433
675,42,383
675,43,431
675,44,394
675,45,464
675,46,460
675,47,461
675,48,466
675,49,469
675,50,475
675,51,465
675,52,462
675,53,475
675,54,472
675,55,481
675,56,471
675,57,470
675,58,481
675,59,477
675,60,498
675,61,533
675,62,583
675,63,596
675,64,613
675,65,621
675,66,608
675,67,614
675,68,686
675,69,656
675,70,684
675,71,683
675,72,693
675,73,691
675,74,684
675,75,690
675,76,683
675,77,685
675,78,680
675,79,699
675,80,706
675,81,693
675,82,687
675,83,694
675,84,699
675,85,694
675,86,747
675,87,768
675,88,770
675,89,758
675,90,777
675,91,788
675,92,779
675,93,802
675,94,792
675,95,797
675,96,789
675,97,809
675,98,803
675,99,819
675,100,833
686,1,75
686,2,73
686,3,84
686,4,85
686,5,84
686,6,84
686,7,84
686,8,117
686,9,119
686,10,116
686,11,115
686,12,118
686,13,185
686,14,184
686,15,204
686,16,206
686,17,206
686,18,206
686,19,208
686,20,231
686,21,231
686,22,229
686,23,235
686,24,238
686,25,239
686,26,285
686,27,279
686,28,285
686,29,299
686,30,318
686,31,318
686,32,319
686,33,326
686,34,325
686,35,326
686,36,327
686,37,322
686,38,362
686,39,363
686,40,383
686,41,384
686,42,458
686,43,436
686,44,390
686,45,458
686,46,479
686,47,470
686,48,460
686,49,474
686,50,457
686,51,470
686,52,467
686,53,458
686,54,466
686,55,466
686,56,464
686,57,471
686,58,482
686,59,481
686,60,488
686,61,536
686,62,535
686,63,591
686,64,611
686,65,646
686,66,606
686,67,610
686,68,607
686,69,676
686,70,681
686,71,683
686,72,694
686,73,695
686,74,689
686,75,683
686,76,687
686,77,684
686,78,693
686,79,692
686,80,703
686,81,698
686,82,694
686,83,704
686,84,686
686,85,696
686,86,747
686,87,750
686,88,770
686,89,771
686,90,790
686,91,825
686,92,789
686,93,794
686,94,825
686,95,800
686,96,791
686,97,807
686,98,824
686,99,817
686,100,844
696,1,74
696,2,73
696,3,83
696,4,82
696,5,83
696,6,82
696,7,83
696,8,115
696,9,116
696,10,116
696,11,116
696,12,116
696,13,185
696,14,186
696,15,206
696,16,205
696,17,203
696,18,202
696,19,203
696,20,227
696,21,229
696,22,236
696,23,244
696,24,237
696,25,232
696,26,281
696,27,240
696,28,282
696,29,299
696,30,319
696,31,305
696,32,301
696,33,320
696,34,322
696,35,316
696,36,327
696,37,317
696,38,355
696,39,355
696,40,378
696,41,369
696,42,437
696,43,387
696,44,387
696,45,435
696,46,463
696,47,475
696,48,456
696,49,468
696,50,457
696,51,466
696,52,460
696,53,462
696,54,475
696,55,465
696,56,476
696,57,477
696,58,495
696,59,474
696,60,489
696,61,527
696,62,581
696,63,586
696,64,602
696,65,608
696,66,610
696,67,652
696,68,606
696,69,649
696,70,692
696,71,684
696,72,690
696,73,677
696,74,684
696,75,682
696,76,685
696,77,676
696,78,700
696,79,685
696,80,688
696,81,683
696,82,710
696,83,724
696,84,733
696,85,693
696,86,732
696,87,732
696,88,775
696,89,763
696,90,776
696,91,798
696,92,770
696,93,795
696,94,840
696,95,790
696,96,824
696,97,792
696,98,811
696,99,807
696,100,879
706,1,73
706,2,72
706,3,82
706,4,83
706,5,81
706,6,82
706,7,83
706,8,114
706,9,115
706,10,113
706,11,114
706,12,114
706,13,196
706,14,192
706,15,212
706,16,217
706,17,213
706,18,216
706,19,217
706,20,234
706,21,246
706,22,238
706,23,260
706,24,245
706,25,243
706,26,243
706,27,246
706,28,314
706,29,307
706,30,318
706,31,321
706,32,338
706,33,326
706,34,341
706,35,338
706,36,338
706,37,345
706,38,379
706,39,380
706,40,406
706,41,393
706,42,430
706,43,492
706,44,412
706,45,460
706,46,457
706,47,480
706,48,483
706,49,488
706,50,499
706,51,495
706,52,489
706,53,488
706,54,485
706,55,489
706,56,532
706,57,494
706,58,518
706,59,527
706,60,554
706,61,590
706,62,579
706,63,580
706,64,623
706,65,642
706,66,726
706,67,630
706,68,668
706,69,701
706,70,694
706,71,714
706,72,710
706,73,722
706,74,740
706,75,713
706,76,723
706,77,731
706,78,751
706,79,759
706,80,773
706,81,748
706,82,770
706,83,793
706,84,802
706,85,790
706,86,798
706,87,793
706,88,757
706,89,764
706,90,833
706,91,834
706,92,866
706,93,888
706,94,904
706,95,893
706,96,885
706,97,899
706,98,913
706,99,910
706,100,907
716,1,73
