blocksize, gridsize, runtime
235,76,824
235,77,875
235,78,880
235,79,864
235,80,890
235,81,904
235,82,972
235,83,960
235,84,937
235,85,1031
235,86,1020
235,87,1032
235,88,984
235,89,1028
235,90,1067
235,91,1025
235,92,1047
235,93,1067
235,94,1150
235,95,1168
235,96,1083
235,97,1066
235,98,1137
235,99,1100
235,100,1112
245,1,131
245,2,131
245,3,128
245,4,129
245,5,132
245,6,132
245,7,130
245,8,139
245,9,141
245,10,136
245,11,137
245,12,139
245,13,178
245,14,178
245,15,183
245,16,182
245,17,183
245,18,183
245,19,184
245,20,209
245,21,209
245,22,206
245,23,206
245,24,206
245,25,274
245,26,273
245,27,280
245,28,281
245,29,282
245,30,283
245,31,284
245,32,304
245,33,310
245,34,337
245,35,320
245,36,327
245,37,401
245,38,403
245,39,409
245,40,398
245,41,408
245,42,398
245,43,389
245,44,408
245,45,414
245,46,440
245,47,437
245,48,445
245,49,528
245,50,528
245,51,539
245,52,524
245,53,530
245,54,522
245,55,520
245,56,542
245,57,559
245,58,568
245,59,576
245,60,556
245,61,666
245,62,646
245,63,654
245,64,653
245,65,691
245,66,681
245,67,711
245,68,707
245,69,725
245,70,756
245,71,780
245,72,727
245,73,817
245,74,854
245,75,847
245,76,859
245,77,841
245,78,871
245,79,854
245,80,889
245,81,907
245,82,954
245,83,960
245,84,979
245,85,1026
245,86,1010
245,87,1016
245,88,1044
245,89,1046
245,90,1097
245,91,1056
245,92,1086
245,93,1124
245,94,1171
245,95,1177
245,96,1138
245,97,1134
245,98,1080
245,99,1102
245,100,1100
256,1,128
256,2,125
256,3,127
256,4,125
256,5,129
256,6,126
256,7,128
256,8,128
256,9,136
256,10,133
256,11,135
256,12,134
256,13,175
256,14,172
256,15,180
256,16,176
256,17,178
256,18,179
256,19,178
256,20,204
256,21,210
256,22,205
256,23,208
256,24,206
256,25,267
256,26,268
256,27,277
256,28,269
256,29,274
256,30,272
256,31,273
256,32,300
256,33,304
256,34,313
256,35,325
256,36,311
256,37,397
256,38,401
256,39,410
256,40,402
256,41,397
256,42,385
256,43,392
256,44,402
256,45,416
256,46,441
256,47,438
256,48,436
256,49,534
256,50,520
256,51,547
256,52,527
256,53,520
256,54,533
256,55,515
256,56,535
256,57,549
256,58,575
256,59,572
256,60,547
256,61,660
256,62,656
256,63,658
256,64,662
256,65,664
256,66,689
256,67,688
256,68,728
256,69,735
256,70,761
256,71,754
256,72,726
256,73,843
256,74,861
256,75,843
256,76,868
256,77,881
256,78,877
256,79,868
256,80,916
256,81,912
256,82,993
256,83,988
256,84,960
256,85,1045
256,86,1009
256,87,1029
256,88,1032
256,89,1024
256,90,1078
256,91,1046
256,92,1115
256,93,1113
256,94,1174
256,95,1159
256,96,1105
256,97,1111
256,98,1123
256,99,1125
256,100,1160
266,1,122
266,2,122
266,3,121
266,4,120
266,5,126
266,6,123
266,7,124
266,8,127
266,9,136
266,10,131
266,11,131
266,12,131
266,13,178
266,14,174
266,15,181
266,16,185
266,17,182
266,18,181
266,19,181
266,20,206
266,21,208
266,22,209
266,23,207
266,24,207
266,25,280
266,26,278
266,27,291
266,28,287
266,29,286
266,30,302
266,31,283
266,32,310
266,33,318
266,34,327
266,35,339
266,36,316
266,37,406
266,38,409
266,39,416
266,40,408
266,41,405
266,42,405
266,43,409
266,44,412
266,45,422
266,46,450
266,47,448
266,48,438
266,49,538
266,50,533
266,51,561
266,52,543
266,53,542
266,54,562
266,55,548
266,56,568
266,57,572
266,58,594
266,59,593
266,60,579
266,61,671
266,62,670
266,63,692
266,64,687
266,65,700
266,66,728
266,67,697
266,68,736
266,69,749
266,70,750
266,71,816
266,72,744
266,73,857
266,74,882
266,75,855
266,76,847
266,77,893
266,78,886
266,79,897
266,80,923
266,81,936
266,82,973
266,83,951
266,84,962
266,85,986
266,86,931
266,87,986
266,88,956
266,89,973
266,90,982
266,91,950
266,92,974
266,93,996
266,94,972
266,95,974
266,96,1035
266,97,979
266,98,1000
266,99,1031
266,100,1016
276,1,119
276,2,117
276,3,118
276,4,118
276,5,119
276,6,121
276,7,121
276,8,126
276,9,129
276,10,129
276,11,128
276,12,127
276,13,185
276,14,179
276,15,185
276,16,185
276,17,187
276,18,183
276,19,186
276,20,208
276,21,213
276,22,210
276,23,216
276,24,209
276,25,287
276,26,285
276,27,296
276,28,294
276,29,293
276,30,291
276,31,297
276,32,314
276,33,313
276,34,342
276,35,324
276,36,330
276,37,413
276,38,403
276,39,426
276,40,407
276,41,411
276,42,416
276,43,409
276,44,414
276,45,424
276,46,449
276,47,451
276,48,435
276,49,546
276,50,543
276,51,562
276,52,558
276,53,547
276,54,560
276,55,550
276,56,579
276,57,578
276,58,607
276,59,601
276,60,581
276,61,682
276,62,684
276,63,697
276,64,689
276,65,711
276,66,739
276,67,716
276,68,739
276,69,748
276,70,789
276,71,799
276,72,772
276,73,839
276,74,871
276,75,875
276,76,854
276,77,922
276,78,927
276,79,894
276,80,929
276,81,919
276,82,996
276,83,1008
276,84,979
276,85,985
276,86,971
276,87,979
276,88,952
276,89,955
276,90,993
276,91,998
276,92,983
276,93,964
276,94,964
276,95,999
276,96,1058
276,97,993
276,98,1019
276,99,988
276,100,967
286,1,116
286,2,116
286,3,116
286,4,115
286,5,119
286,6,116
286,7,116
286,8,124
286,9,130
286,10,129
286,11,129
286,12,127
286,13,186
286,14,176
286,15,189
286,16,184
286,17,186
286,18,185
286,19,191
286,20,209
286,21,212
286,22,209
286,23,210
286,24,211
286,25,285
286,26,285
286,27,294
286,28,290
286,29,294
286,30,298
286,31,294
286,32,312
286,33,314
286,34,329
286,35,333
286,36,320
286,37,414
286,38,399
286,39,426
286,40,410
286,41,415
286,42,412
286,43,408
286,44,417
286,45,429
286,46,450
286,47,456
286,48,447
286,49,552
286,50,560
286,51,569
286,52,561
286,53,571
286,54,576
286,55,570
286,56,584
286,57,581
286,58,607
286,59,605
286,60,587
286,61,683
286,62,690
286,63,710
286,64,695
286,65,727
286,66,736
286,67,724
286,68,767
286,69,762
286,70,807
286,71,818
286,72,782
286,73,854
286,74,856
286,75,893
286,76,917
286,77,901
286,78,932
286,79,898
286,80,925
286,81,901
286,82,952
286,83,959
286,84,956
286,85,967
286,86,988
286,87,943
286,88,913
286,89,962
286,90,997
286,91,937
286,92,970
286,93,982
286,94,973
286,95,997
286,96,971
286,97,1007
286,98,1087
286,99,967
286,100,1040
296,1,114
296,2,115
296,3,113
296,4,113
296,5,115
296,6,115
296,7,116
296,8,123
296,9,128
296,10,128
296,11,126
296,12,127
296,13,181
296,14,177
296,15,184
296,16,184
296,17,183
296,18,182
296,19,183
296,20,206
296,21,208
296,22,206
296,23,211
296,24,206
296,25,305
296,26,297
296,27,315
296,28,317
296,29,319
296,30,325
296,31,320
296,32,338
296,33,336
296,34,353
296,35,363
296,36,339
296,37,434
296,38,435
296,39,436
296,40,440
296,41,442
296,42,450
296,43,445
296,44,440
296,45,455
296,46,484
296,47,469
296,48,460
296,49,585
296,50,578
296,51,597
296,52,590
296,53,587
296,54,597
296,55,585
296,56,594
296,57,618
296,58,629
296,59,629
296,60,605
296,61,714
296,62,717
296,63,714
296,64,718
296,65,736
296,66,760
296,67,722
296,68,774
296,69,799
296,70,816
296,71,832
296,72,810
296,73,774
296,74,808
296,75,767
296,76,800
296,77,766
296,78,800
296,79,751
296,80,761
296,81,810
296,82,786
296,83,770
296,84,828
296,85,817
296,86,881
296,87,811
296,88,859
296,89,907
296,90,935
296,91,997
296,92,981
296,93,1005
296,94,946
296,95,1010
296,96,988
296,97,993
296,98,1115
296,99,1102
296,100,1011
307,1,112
307,2,110
307,3,111
307,4,110
307,5,114
307,6,117
307,7,112
307,8,120
307,9,126
307,10,125
307,11,123
307,12,126
307,13,174
307,14,177
307,15,178
307,16,181
307,17,180
307,18,180
307,19,181
307,20,205
307,21,207
307,22,207
307,23,214
307,24,206
307,25,293
307,26,305
307,27,318
307,28,315
307,29,320
307,30,323
307,31,317
307,32,334
307,33,336
307,34,341
307,35,342
307,36,334
307,37,420
307,38,426
307,39,428
307,40,435
307,41,434
307,42,436
307,43,432
307,44,439
307,45,446
307,46,474
307,47,464
307,48,451
307,49,561
307,50,566
307,51,582
307,52,579
307,53,582
307,54,604
307,55,583
307,56,603
307,57,603
307,58,632
307,59,621
307,60,622
307,61,717
307,62,719
307,63,715
307,64,697
307,65,737
307,66,741
307,67,723
307,68,784
307,69,801
307,70,788
307,71,829
307,72,823
307,73,822
307,74,800
307,75,781
307,76,781
307,77,848
307,78,797
307,79,827
307,80,772
307,81,817
307,82,848
307,83,844
307,84,885
307,85,828
307,86,843
307,87,826
307,88,872
307,89,955
307,90,988
307,91,875
307,92,965
307,93,941
307,94,930
307,95,1067
307,96,992
307,97,1125
307,98,1043
307,99,1042
307,100,1080
317,1,109
317,2,106
317,3,109
317,4,107
317,5,110
317,6,108
317,7,107
317,8,118
317,9,124
317,10,120
317,11,123
317,12,123
317,13,173
317,14,173
317,15,179
317,16,176
317,17,178
317,18,175
317,19,180
317,20,203
317,21,206
317,22,206
317,23,212
317,24,206
317,25,293
317,26,292
317,27,313
317,28,312
317,29,314
317,30,312
317,31,314
317,32,326
317,33,330
317,34,331
317,35,336
317,36,336
317,37,420
317,38,418
317,39,428
317,40,421
317,41,431
317,42,432
317,43,423
317,44,434
317,45,440
317,46,460
317,47,455
317,48,449
317,49,557
317,50,553
317,51,576
317,52,577
317,53,596
317,54,598
317,55,587
317,56,609
317,57,612
317,58,639
317,59,635
317,60,631
317,61,702
317,62,717
317,63,715
317,64,740
317,65,728
317,66,743
317,67,708
317,68,780
317,69,767
317,70,790
317,71,791
317,72,758
317,73,809
317,74,790
317,75,794
317,76,784
317,77,791
317,78,837
317,79,814
317,80,817
317,81,820
317,82,803
317,83,828
317,84,866
317,85,837
317,86,856
317,87,888
317,88,909
317,89,925
317,90,978
317,91,933
317,92,939
317,93,988
317,94,1048
317,95,1000
317,96,955
317,97,1046
317,98,997
317,99,1015
317,100,1134
327,1,104
327,2,103
327,3,103
327,4,105
327,5,106
327,6,105
327,7,106
327,8,118
327,9,118
327,10,118
327,11,121
327,12,120
327,13,184
327,14,186
327,15,199
327,16,197
327,17,199
327,18,199
327,19,200
327,20,222
327,21,221
327,22,222
327,23,225
327,24,222
327,25,303
327,26,302
327,27,313
327,28,320
327,29,322
327,30,314
327,31,315
327,32,329
327,33,331
327,34,358
327,35,352
327,36,342
327,37,438
327,38,423
327,39,437
327,40,430
327,41,434
327,42,426
327,43,429
327,44,440
327,45,447
327,46,467
327,47,475
327,48,447
327,49,561
327,50,553
327,51,580
327,52,569
327,53,578
327,54,605
327,55,572
327,56,599
327,57,606
327,58,649
327,59,654
327,60,605
327,61,636
327,62,616
327,63,612
327,64,617
327,65,613
327,66,617
327,67,616
327,68,628
327,69,676
327,70,639
327,71,642
327,72,657
327,73,670
327,74,668
327,75,771
327,76,685
327,77,761
327,78,733
327,79,764
327,80,785
327,81,751
327,82,781
327,83,856
327,84,863
327,85,857
327,86,885
327,87,855
327,88,880
327,89,849
327,90,849
327,91,870
327,92,881
327,93,891
327,94,897
327,95,906
327,96,874
327,97,926
327,98,890
327,99,940
327,100,887
337,1,102
337,2,102
337,3,101
337,4,102
337,5,106
337,6,105
337,7,102
337,8,115
337,9,120
337,10,121
337,11,119
337,12,120
337,13,183
337,14,184
337,15,195
337,16,196
337,17,197
337,18,193
337,19,194
337,20,217
337,21,222
337,22,216
337,23,222
337,24,220
337,25,303
337,26,301
337,27,321
337,28,314
337,29,316
337,30,320
337,31,320
337,32,338
337,33,334
337,34,356
337,35,358
337,36,343
337,37,427
337,38,427
337,39,438
337,40,441
337,41,430
337,42,434
337,43,430
337,44,446
337,45,448
337,46,465
337,47,476
337,48,459
337,49,552
337,50,554
337,51,571
337,52,566
337,53,589
337,54,577
337,55,577
337,56,603
337,57,615
337,58,631
337,59,635
337,60,621
337,61,614
337,62,619
337,63,604
337,64,607
337,65,621
337,66,623
337,67,664
337,68,612
337,69,638
337,70,642
337,71,655
337,72,675
337,73,690
337,74,641
337,75,689
337,76,766
337,77,692
337,78,749
337,79,832
337,80,832
337,81,780
337,82,838
337,83,856
337,84,876
337,85,859
337,86,861
337,87,864
337,88,863
337,89,872
337,90,870
337,91,859
337,92,876
337,93,880
337,94,892
337,95,889
337,96,906
337,97,899
337,98,890
337,99,941
337,100,938
348,1,99
348,2,100
348,3,97
348,4,100
348,5,101
348,6,101
348,7,102
348,8,115
348,9,116
348,10,117
348,11,117
348,12,118
348,13,182
348,14,180
348,15,190
348,16,190
348,17,190
348,18,190
348,19,192
348,20,212
348,21,215
348,22,217
348,23,213
348,24,214
348,25,302
348,26,301
348,27,318
348,28,317
348,29,317
348,30,328
348,31,315
348,32,329
348,33,331
348,34,353
348,35,359
348,36,339
348,37,424
348,38,421
348,39,445
348,40,433
348,41,436
348,42,449
348,43,433
348,44,443
348,45,450
348,46,484
348,47,477
348,48,456
348,49,547
348,50,558
348,51,566
348,52,580
348,53,577
348,54,591
348,55,567
348,56,600
348,57,607
348,58,643
348,59,631
348,60,593
348,61,620
348,62,598
348,63,614
348,64,617
348,65,602
348,66,610
348,67,606
348,68,624
348,69,663
348,70,655
348,71,637
348,72,684
348,73,718
348,74,745
348,75,729
348,76,764
348,77,756
348,78,779
348,79,784
348,80,868
348,81,796
348,82,854
348,83,863
348,84,871
348,85,877
348,86,841
348,87,856
348,88,852
348,89,851
348,90,855
348,91,909
348,92,841
348,93,877
348,94,898
348,95,901
348,96,884
348,97,894
348,98,924
348,99,910
348,100,913
358,1,98
358,2,97
358,3,96
358,4,99
358,5,98
358,6,100
358,7,100
358,8,114
358,9,119
358,10,118
358,11,118
358,12,119
358,13,180
358,14,180
358,15,187
358,16,187
358,17,189
358,18,188
358,19,189
358,20,212
358,21,214
358,22,213
358,23,226
358,24,215
358,25,301
358,26,298
358,27,317
358,28,318
358,29,320
358,30,316
358,31,318
358,32,331
358,33,336
358,34,356
358,35,357
358,36,344
358,37,432
358,38,423
358,39,445
358,40,443
358,41,443
358,42,437
358,43,428
358,44,446
358,45,452
358,46,468
358,47,482
358,48,456
358,49,543
358,50,550
358,51,588
358,52,567
358,53,595
358,54,617
358,55,572
358,56,625
358,57,630
358,58,651
358,59,668
358,60,615
358,61,641
358,62,655
358,63,623
358,64,630
358,65,611
358,66,608
358,67,655
358,68,605
358,69,642
358,70,696
358,71,656
358,72,672
358,73,698
358,74,734
358,75,720
358,76,743
358,77,779
358,78,803
358,79,804
358,80,789
358,81,789
358,82,869
358,83,809
358,84,816
358,85,861
358,86,871
358,87,894
358,88,880
358,89,947
358,90,902
358,91,908
358,92,928
358,93,929
358,94,909
358,95,898
358,96,932
358,97,920
358,98,892
358,99,911
358,100,924
368,1,96
368,2,93
368,3,95
368,4,98
368,5,98
368,6,97
368,7,97
368,8,111
368,9,115
368,10,118
368,11,117
368,12,116
368,13,176
368,14,176
368,15,188
368,16,186
368,17,186
368,18,185
368,19,184
368,20,208
368,21,209
368,22,220
368,23,215
368,24,213
368,25,299
368,26,293
368,27,312
368,28,310
368,29,315
368,30,311
368,31,308
368,32,327
368,33,324
368,34,347
368,35,362
368,36,356
368,37,421
368,38,432
368,39,440
368,40,429
368,41,442
368,42,434
368,43,436
368,44,446
368,45,451
368,46,471
368,47,484
368,48,460
368,49,565
368,50,570
368,51,581
368,52,586
368,53,595
368,54,598
368,55,583
368,56,620
368,57,637
368,58,635
368,59,665
368,60,649
368,61,628
368,62,632
368,63,619
368,64,641
368,65,641
368,66,651
368,67,649
368,68,646
368,69,659
368,70,616
368,71,649
368,72,714
368,73,684
368,74,733
368,75,741
368,76,750
368,77,777
368,78,798
368,79,809
368,80,792
368,81,776
368,82,786
368,83,804
368,84,840
368,85,907
368,86,871
368,87,906
368,88,862
368,89,868
368,90,896
368,91,936
368,92,932
368,93,927
368,94,917
368,95,941
368,96,943
368,97,962
368,98,948
368,99,927
368,100,940
378,1,95
378,2,93
378,3,94
378,4,94
378,5,95
378,6,97
378,7,98
378,8,112
378,9,116
378,10,119
378,11,116
378,12,114
378,13,177
378,14,171
378,15,181
378,16,180
378,17,180
378,18,184
378,19,181
378,20,206
378,21,206
378,22,208
378,23,210
378,24,211
378,25,291
378,26,285
378,27,307
378,28,306
378,29,307
378,30,314
378,31,310
378,32,319
378,33,324
378,34,352
378,35,354
378,36,343
378,37,426
378,38,428
378,39,453
378,40,442
378,41,436
378,42,449
378,43,438
378,44,451
378,45,451
378,46,476
378,47,487
378,48,461
378,49,559
378,50,561
378,51,572
378,52,580
378,53,583
378,54,622
378,55,588
378,56,622
378,57,634
378,58,647
378,59,660
378,60,625
378,61,635
378,62,654
378,63,637
378,64,635
378,65,616
378,66,660
378,67,645
378,68,643
378,69,638
378,70,644
378,71,667
378,72,702
378,73,698
378,74,666
378,75,751
378,76,756
378,77,749
378,78,791
378,79,825
378,80,822
378,81,817
378,82,810
378,83,869
378,84,856
378,85,896
378,86,889
378,87,879
378,88,899
378,89,933
378,90,883
378,91,891
378,92,900
378,93,868
378,94,882
378,95,920
378,96,886
378,97,932
378,98,975
378,99,987
378,100,870
389,1,92
389,2,91
389,3,93
389,4,94
389,5,94
389,6,95
389,7,96
389,8,112
389,9,115
389,10,120
389,11,113
389,12,113
389,13,173
389,14,172
389,15,181
389,16,182
389,17,183
389,18,183
389,19,183
389,20,205
389,21,207
389,22,219
389,23,224
389,24,211
389,25,293
389,26,289
389,27,311
389,28,306
389,29,318
389,30,318
389,31,303
389,32,325
389,33,329
389,34,350
389,35,351
389,36,343
389,37,426
389,38,431
389,39,449
389,40,446
389,41,463
389,42,450
389,43,442
389,44,454
389,45,469
389,46,515
389,47,497
389,48,474
389,49,466
389,50,485
389,51,485
389,52,470
389,53,473
389,54,470
389,55,526
389,56,552
389,57,492
389,58,495
389,59,493
389,60,549
389,61,575
389,62,564
389,63,556
389,64,578
389,65,598
389,66,642
389,67,638
389,68,677
389,69,652
389,70,673
389,71,653
389,72,667
389,73,667
389,74,671
389,75,666
389,76,675
389,77,662
389,78,660
389,79,661
389,80,716
389,81,712
389,82,706
389,83,758
389,84,795
389,85,785
389,86,791
389,87,797
389,88,838
389,89,837
389,90,929
389,91,906
389,92,882
389,93,924
389,94,904
389,95,970
389,96,966
389,97,948
389,98,954
389,99,966
389,100,956
399,1,91
399,2,90
399,3,92
399,4,94
399,5,94
399,6,102
399,7,93
399,8,115
399,9,116
399,10,115
399,11,113
399,12,114
399,13,179
399,14,177
399,15,188
399,16,190
399,17,189
399,18,190
399,19,189
399,20,215
399,21,217
399,22,228
399,23,229
399,24,218
399,25,297
399,26,298
399,27,312
399,28,316
399,29,324
399,30,316
399,31,316
399,32,332
399,33,331
399,34,354
399,35,367
399,36,352
399,37,426
399,38,428
399,39,448
399,40,443
399,41,448
399,42,452
399,43,459
399,44,473
399,45,470
399,46,481
399,47,498
399,48,473
399,49,480
399,50,482
399,51,471
399,52,473
399,53,517
399,54,517
399,55,546
399,56,489
399,57,493
399,58,571
399,59,502
399,60,509
399,61,584
399,62,608
399,63,617
399,64,651
399,65,635
399,66,582
399,67,680
399,68,653
399,69,678
399,70,689
399,71,657
399,72,646
399,73,658
399,74,671
399,75,670
399,76,676
399,77,679
399,78,697
399,79,670
399,80,709
399,81,707
399,82,703
399,83,794
399,84,786
399,85,820
399,86,803
399,87,837
399,88,825
399,89,877
399,90,900
399,91,927
399,92,881
399,93,957
399,94,948
399,95,958
399,96,957
399,97,990
399,98,992
399,99,960
399,100,975
409,1,93
409,2,92
409,3,92
409,4,93
409,5,95
409,6,94
409,7,95
409,8,114
409,9,116
409,10,114
409,11,114
409,12,114
409,13,180
409,14,179
409,15,195
409,16,191
409,17,190
409,18,193
409,19,192
409,20,214
409,21,218
409,22,219
409,23,219
409,24,222
409,25,300
409,26,300
409,27,315
409,28,317
409,29,323
409,30,320
409,31,322
409,32,333
409,33,335
409,34,352
409,35,365
409,36,341
409,37,430
409,38,433
409,39,446
409,40,450
409,41,454
409,42,470
409,43,445
409,44,484
409,45,464
409,46,523
409,47,514
409,48,499
409,49,489
409,50,484
409,51,502
409,52,476
409,53,489
409,54,525
409,55,543
409,56,522
409,57,493
409,58,510
409,59,541
409,60,577
409,61,582
409,62,601
409,63,573
409,64,662
409,65,589
409,66,631
409,67,649
409,68,647
409,69,679
409,70,678
409,71,684
409,72,684
409,73,670
409,74,665
409,75,684
409,76,682
409,77,677
409,78,667
409,79,712
409,80,682
409,81,727
409,82,732
409,83,814
409,84,795
409,85,811
409,86,837
409,87,837
409,88,800
409,89,896
409,90,949
409,91,932
409,92,984
409,93,948
409,94,960
409,95,981
409,96,982
409,97,994
409,98,1011
409,99,984
409,100,1009
419,1,90
419,2,90
419,3,91
419,4,92
419,5,93
419,6,93
419,7,95
419,8,116
419,9,113
419,10,117
419,11,115
419,12,116
419,13,183
419,14,180
419,15,194
419,16,192
419,17,193
419,18,192
419,19,192
419,20,211
419,21,216
419,22,220
419,23,231
419,24,216
419,25,312
419,26,309
419,27,339
419,28,335
419,29,339
419,30,342
419,31,337
419,32,346
419,33,355
419,34,362
419,35,388
419,36,354
419,37,446
419,38,447
419,39,464
419,40,466
419,41,481
419,42,492
419,43,473
419,44,476
419,45,493
419,46,501
419,47,514
419,48,484
419,49,482
419,50,487
419,51,481
419,52,479
419,53,484
419,54,491
419,55,484
419,56,485
419,57,505
419,58,566
419,59,591
419,60,596
419,61,631
419,62,591
419,63,625
419,64,684
419,65,691
419,66,687
419,67,687
419,68,700
419,69,714
419,70,706
419,71,689
419,72,710
419,73,682
419,74,699
419,75,708
419,76,688
419,77,703
419,78,694
419,79,703
419,80,700
419,81,752
419,82,767
419,83,838
419,84,819
419,85,965
419,86,840
419,87,860
419,88,942
419,89,912
419,90,976
419,91,968
419,92,945
419,93,1000
419,94,1007
419,95,998
419,96,1013
419,97,1012
419,98,1015
419,99,982
419,100,1010
430,1,89
430,2,88
430,3,88
430,4,92
430,5,92
430,6,92
430,7,94
430,8,112
430,9,114
430,10,114
430,11,116
430,12,114
430,13,180
430,14,175
430,15,190
430,16,189
430,17,188
430,18,190
430,19,191
430,20,208
430,21,212
430,22,218
430,23,224
430,24,217
430,25,311
430,26,306
430,27,332
430,28,329
430,29,341
430,30,331
430,31,333
430,32,346
430,33,349
430,34,369
430,35,381
430,36,363
430,37,444
430,38,448
430,39,465
430,40,461
430,41,485
430,42,472
430,43,456
430,44,463
430,45,495
430,46,503
430,47,502
430,48,479
430,49,479
430,50,489
430,51,482
430,52,484
430,53,495
430,54,481
430,55,479
430,56,503
430,57,544
430,58,517
430,59,512
430,60,632
430,61,600
430,62,596
430,63,618
430,64,646
430,65,654
430,66,677
430,67,659
430,68,715
430,69,694
430,70,693
430,71,683
430,72,704
430,73,683
430,74,679
430,75,694
430,76,673
430,77,707
430,78,743
430,79,757
430,80,714
430,81,798
430,82,765
430,83,788
430,84,838
430,85,843
430,86,878
430,87,857
430,88,953
430,89,899
430,90,970
430,91,904
430,92,911
430,93,981
430,94,1012
430,95,1005
430,96,1047
430,97,1028
430,98,1016
430,99,1023
430,100,1036
440,1,88
440,2,86
440,3,88
440,4,89
440,5,89
440,6,91
440,7,90
440,8,114
440,9,112
440,10,113
440,11,113
440,12,111
440,13,178
440,14,175
440,15,184
440,16,186
440,17,185
440,18,184
440,19,185
440,20,209
440,21,209
440,22,209
440,23,222
440,24,213
440,25,307
440,26,303
440,27,328
440,28,323
440,29,329
440,30,327
440,31,329
440,32,343
440,33,344
440,34,356
440,35,379
440,36,356
440,37,443
440,38,445
440,39,462
440,40,461
440,41,478
440,42,486
440,43,456
440,44,515
440,45,495
440,46,506
440,47,503
440,48,489
440,49,499
440,50,493
440,51,485
440,52,517
440,53,512
440,54,525
440,55,507
440,56,560
440,57,506
440,58,501
440,59,590
440,60,610
440,61,616
440,62,624
440,63,601
440,64,605
440,65,679
440,66,665
440,67,669
440,68,671
440,69,701
440,70,689
440,71,706
440,72,715
440,73,700
440,74,698
440,75,679
440,76,713
440,77,706
440,78,693
440,79,741
440,80,687
440,81,788
440,82,823
440,83,812
440,84,823
440,85,851
440,86,941
440,87,895
440,88,944
440,89,920
440,90,918
440,91,995
440,92,989
440,93,989
440,94,1013
440,95,1054
440,96,1028
440,97,1022
440,98,1032
440,99,1034
440,100,1057
450,1,85
450,2,85
450,3,86
450,4,88
450,5,89
450,6,89
450,7,87
450,8,113
450,9,113
450,10,112
450,11,113
450,12,115
450,13,190
450,14,188
450,15,206
450,16,204
450,17,203
450,18,204
450,19,206
450,20,235
450,21,236
450,22,234
450,23,241
450,24,232
450,25,312
450,26,310
450,27,324
450,28,324
450,29,335
450,30,329
450,31,337
450,32,347
450,33,347
450,34,368
450,35,372
450,36,355
450,37,441
450,38,439
450,39,458
450,40,460
450,41,476
450,42,474
450,43,461
450,44,507
450,45,492
450,46,520
450,47,525
450,48,496
450,49,520
450,50,481
450,51,509
450,52,508
450,53,493
450,54,495
450,55,496
450,56,496
450,57,523
450,58,550
450,59,592
450,60,599
450,61,605
450,62,599
450,63,609
450,64,605
450,65,601
450,66,606
450,67,656
450,68,670
450,69,706
450,70,690
450,71,685
450,72,716
450,73,722
450,74,686
450,75,680
450,76,690
450,77,717
450,78,741
450,79,746
450,80,724
450,81,771
450,82,780
450,83,782
450,84,810
450,85,889
450,86,862
450,87,877
450,88,893
450,89,917
450,90,982
450,91,994
450,92,976
450,93,995
450,94,1024
450,95,1052
450,96,1045
450,97,1020
450,98,1036
450,99,1042
450,100,1039
460,1,83
460,2,81
460,3,85
460,4,86
460,5,87
460,6,87
460,7,89
460,8,114
460,9,112
460,10,113
460,11,114
460,12,110
460,13,187
460,14,185
460,15,200
460,16,203
460,17,200
460,18,201
460,19,204
460,20,228
460,21,229
460,22,229
460,23,237
460,24,230
460,25,310
460,26,314
460,27,320
460,28,325
460,29,335
460,30,325
460,31,339
460,32,347
460,33,349
460,34,365
460,35,378
460,36,359
460,37,443
460,38,432
460,39,459
460,40,460
460,41,462
460,42,483
460,43,495
460,44,506
460,45,472
460,46,508
460,47,536
460,48,536
460,49,490
460,50,492
460,51,495
460,52,498
460,53,503
460,54,494
460,55,492
460,56,488
460,57,513
460,58,559
460,59,590
460,60,578
460,61,629
460,62,588
460,63,610
460,64,592
460,65,670
460,66,682
460,67,675
460,68,653
460,69,681
460,70,680
460,71,699
460,72,713
460,73,691
460,74,691
460,75,688
460,76,727
460,77,732
460,78,746
460,79,760
460,80,755
460,81,733
460,82,750
460,83,835
460,84,776
460,85,829
460,86,844
460,87,896
460,88,893
460,89,934
460,90,921
460,91,992
460,92,932
460,93,969
460,94,984
460,95,1017
460,96,1040
460,97,1053
460,98,1059
460,99,1059
460,100,1028
471,1,82
471,2,80
471,3,84
471,4,86
471,5,86
471,6,86
471,7,86
471,8,112
471,9,111
471,10,112
471,11,111
471,12,113
471,13,182
471,14,182
471,15,198
471,16,197
471,17,199
471,18,198
471,19,201
471,20,224
471,21,226
471,22,227
471,23,235
471,24,226
471,25,310
471,26,308
471,27,330
471,28,327
471,29,342
471,30,338
471,31,332
471,32,360
471,33,353
471,34,370
471,35,378
471,36,361
471,37,435
471,38,445
471,39,462
471,40,455
471,41,475
471,42,485
471,43,481
471,44,534
471,45,512
471,46,534
471,47,513
471,48,504
471,49,498
471,50,499
471,51,529
471,52,501
471,53,498
471,54,503
471,55,491
471,56,505
471,57,573
471,58,607
471,59,574
471,60,603
471,61,601
471,62,634
471,63,672
471,64,616
471,65,621
471,66,672
471,67,664
471,68,688
471,69,668
471,70,671
471,71,686
471,72,711
471,73,692
471,74,697
471,75,727
471,76,713
471,77,762
471,78,739
471,79,715
471,80,800
471,81,787
471,82,778
471,83,837
471,84,782
471,85,873
471,86,863
471,87,936
471,88,945
